Beginning PiCam stream...
(318, 232)
(318, 232)
(316, 231)
(316, 231)
(315, 230)
(313, 229)
(313, 229)
(311, 227)
(311, 227)
(309, 226)
(309, 226)
(308, 225)
(308, 225)
(306, 226)
(306, 226)
(304, 228)
(304, 228)
(304, 229)
(304, 230)
(304, 230)
(305, 231)
(305, 231)
(306, 232)
(306, 232)
(307, 232)
(307, 232)
(309, 233)
(311, 234)
(311, 234)
(313, 235)
(313, 235)
(316, 237)
(316, 237)
(318, 242)
(318, 242)
(321, 244)
(323, 245)
(323, 245)
(326, 247)
(326, 247)
(328, 248)
(328, 248)
(331, 251)
(331, 251)
(333, 252)
(333, 252)
(336, 246)
(336, 246)
(336, 245)
(337, 245)
(337, 245)
(337, 246)
(337, 246)
(337, 246)
(337, 246)
(336, 245)
(336, 245)
(335, 245)
(334, 244)
(334, 244)
(334, 243)
(334, 243)
(332, 242)
(332, 242)
(330, 241)
(330, 241)
(328, 239)
(325, 238)
(325, 238)
(323, 237)
(323, 237)
(320, 237)
(320, 237)
(318, 235)
(318, 235)
(316, 234)
(316, 234)
(314, 232)
(314, 232)
(312, 232)
(310, 230)
(310, 230)
(308, 229)
(308, 229)
(307, 228)
(307, 228)
(307, 228)
(306, 228)
(306, 228)
(306, 228)
(306, 228)
(306, 228)
(306, 228)
(304, 230)
(304, 230)
(305, 233)
(307, 233)
(307, 233)
(309, 235)
(309, 235)
(312, 238)
(312, 238)
(314, 241)
(314, 241)
(317, 242)
(320, 243)
(320, 243)
(322, 245)
(322, 245)
(325, 246)
(325, 246)
(327, 248)
(327, 248)
(330, 250)
(332, 251)
(332, 251)
(334, 252)
(334, 252)
(336, 253)
(336, 253)
(337, 254)
(337, 254)
(338, 255)
(338, 255)
(338, 255)
(339, 254)
(339, 254)
(339, 246)
(339, 246)
(338, 244)
(338, 244)
(337, 243)
(337, 243)
(336, 243)
(334, 242)
(334, 242)
(333, 241)
(333, 241)
(331, 240)
(331, 240)
(328, 239)
(328, 239)
(326, 238)
(324, 237)
(324, 237)
(321, 236)
(321, 236)
(319, 236)
(319, 236)
(317, 235)
(317, 235)
(314, 234)
(312, 233)
(312, 233)
(310, 232)
(310, 232)
(309, 232)
(309, 232)
(307, 231)
(306, 230)
(306, 230)
(305, 230)
(305, 230)
(305, 230)
(305, 230)
(305, 230)
(304, 231)
(304, 231)
(306, 238)
(306, 238)
(307, 240)
(307, 240)
(309, 241)
(309, 241)
(311, 242)
(311, 242)
(314, 243)
(315, 244)
(315, 244)
(318, 246)
(318, 246)
(321, 248)
(321, 248)
(324, 249)
(324, 249)
(326, 250)
(326, 250)
(329, 252)
(331, 253)
(331, 253)
(333, 254)
(333, 254)
(337, 247)
(337, 247)
(337, 247)
(337, 247)
(339, 248)
(339, 248)
(340, 247)
(340, 247)
(340, 247)
(340, 247)
(340, 247)
(340, 247)
(340, 247)
(339, 246)
(339, 246)
(338, 246)
(338, 246)
(336, 245)
(336, 245)
(333, 244)
(331, 244)
(331, 244)
(329, 244)
(329, 244)
(326, 243)
(326, 243)
(324, 241)
(324, 241)
(321, 240)
(321, 240)
(319, 239)
(317, 238)
(317, 238)
(314, 237)
(314, 237)
(312, 236)
(312, 236)
(311, 236)
(311, 236)
(309, 235)
(309, 235)
(307, 234)
(306, 234)
(306, 234)
(305, 234)
(305, 234)
(304, 233)
(304, 233)
(304, 234)
(305, 234)
(305, 234)
(306, 234)
(306, 234)
(307, 235)
(307, 235)
(308, 235)
(308, 235)
(311, 236)
(313, 237)
(313, 237)
(313, 237)
(316, 238)
(319, 238)
(319, 238)
(320, 238)
(320, 238)
(323, 239)
(323, 239)
(326, 240)
(328, 242)
(328, 242)
(330, 243)
(330, 243)
(333, 244)
(335, 245)
(336, 246)
(336, 246)
(337, 246)
(337, 247)
(337, 247)
(338, 247)
(338, 247)
(337, 246)
(337, 246)
(336, 246)
(335, 245)
(335, 245)
(333, 244)
(331, 243)
(331, 243)
(329, 243)
(327, 242)
(327, 242)
(324, 241)
(323, 240)
(319, 239)
(319, 239)
(318, 238)
(318, 238)
(315, 237)
(313, 236)
(311, 235)
(311, 235)
(309, 234)
(307, 233)
(306, 232)
(305, 231)
(305, 231)
(304, 231)
(304, 232)
(304, 231)
(304, 231)
(304, 231)
(305, 231)
(306, 232)
(306, 232)
(308, 233)
(310, 234)
(312, 235)
(312, 235)
(315, 236)
(318, 237)
(319, 239)
(319, 239)
(323, 241)
(326, 242)
(328, 244)
(332, 245)
(332, 245)
(333, 247)
(335, 248)
(335, 248)
(337, 249)
(337, 249)
(339, 250)
(339, 250)
(340, 251)
(341, 251)
(341, 251)
(341, 250)
(341, 250)
(341, 250)
(341, 250)
(341, 250)
(341, 250)
(339, 249)
(339, 249)
(338, 248)
(338, 248)
(336, 248)
(334, 247)
(334, 247)
(333, 244)
(333, 244)
(332, 237)
(332, 237)
(330, 236)
(330, 236)
(328, 235)
(328, 235)
(326, 234)
(324, 233)
(324, 233)
(323, 232)
(323, 232)
(321, 231)
(321, 231)
(320, 230)
(320, 230)
(320, 229)
(320, 227)
(320, 227)
(320, 227)
(320, 227)
(319, 229)
(319, 229)
(321, 233)
(321, 233)
(322, 234)
(324, 234)
(324, 234)
(326, 234)
(326, 234)
(328, 234)
(328, 234)
(331, 234)
(331, 234)
(333, 234)
(333, 234)
(337, 234)
(337, 234)
(340, 234)
(343, 234)
(343, 234)
(347, 235)
(347, 235)
(349, 236)
(349, 236)
(353, 238)
(353, 238)
(355, 240)
(358, 242)
(358, 242)
(360, 242)
(360, 242)
(362, 242)
(362, 242)
(363, 243)
(363, 243)
(364, 243)
(364, 243)
(365, 244)
(366, 244)
(366, 244)
(365, 245)
(365, 245)
(364, 244)
(364, 244)
(363, 244)
(363, 244)
(361, 244)
(361, 244)
(359, 245)
(355, 245)
(355, 245)
(351, 245)
(351, 245)
(347, 246)
(347, 246)
(343, 246)
(343, 245)
(339, 246)
(336, 246)
(336, 246)
(334, 242)
(334, 242)
(331, 236)
(331, 236)
(327, 237)
(327, 237)
(321, 238)
(317, 239)
(317, 239)
(313, 239)
(313, 239)
(311, 239)
(311, 239)
(308, 241)
(308, 241)
(307, 241)
(304, 241)
(304, 241)
(302, 242)
(302, 242)
(302, 243)
(302, 243)
(301, 242)
(301, 242)
(301, 242)
(301, 242)
(301, 242)
(302, 242)
(302, 242)
(302, 242)
(302, 242)
(303, 243)
(303, 243)
(303, 242)
(303, 242)
(304, 243)
(305, 244)
(305, 244)
(306, 244)
(306, 244)
(307, 245)
(307, 245)
(309, 246)
(311, 247)
(311, 247)
(312, 248)
(312, 248)
(314, 249)
(315, 249)
(315, 249)
(316, 250)
(316, 250)
(316, 251)
(316, 251)
(318, 251)
(318, 251)
(318, 251)
(318, 251)
(318, 251)
(318, 251)
(318, 251)
(317, 251)
(317, 250)
(317, 250)
(316, 249)
(315, 249)
(314, 248)
(314, 248)
(311, 243)
(311, 243)
(310, 242)
(308, 241)
(308, 241)
(308, 240)
(308, 240)
(306, 239)
(306, 239)
(305, 239)
(305, 239)
(303, 238)
(302, 237)
(302, 237)
(300, 237)
(300, 237)
(300, 237)
(300, 237)
(299, 236)
(299, 236)
(298, 236)
(298, 236)
(298, 236)
(298, 236)
(298, 236)
(298, 236)
(298, 236)
(299, 236)
(300, 237)
(300, 236)
(301, 237)
(301, 237)
(302, 238)
(302, 238)
(304, 239)
(306, 240)
(306, 240)
(307, 241)
(307, 241)
(309, 241)
(309, 241)
(311, 242)
(313, 243)
(313, 243)
(314, 244)
(314, 244)
(315, 244)
(315, 244)
(317, 245)
(317, 245)
(317, 244)
(318, 244)
(318, 244)
(319, 245)
(319, 245)
(319, 244)
(319, 245)
(318, 244)
(318, 244)
(318, 244)
(317, 243)
(317, 243)
(316, 242)
(316, 242)
(314, 242)
(314, 242)
(313, 241)
(313, 241)
(311, 240)
(311, 240)
(309, 239)
(308, 239)
(308, 239)
(306, 238)
(306, 238)
(305, 237)
(305, 237)
(304, 236)
(303, 236)
(303, 236)
(302, 235)
(302, 235)
(301, 235)
(300, 235)
(300, 235)
(300, 235)
(300, 235)
(300, 235)
(300, 235)
(301, 235)
(301, 235)
(302, 235)
(302, 235)
(302, 235)
(303, 235)
(304, 235)
(304, 235)
(304, 235)
(305, 236)
(305, 236)
(307, 235)
(308, 235)
(308, 235)
(309, 235)
(309, 235)
(309, 235)
(309, 235)
(310, 236)
(310, 236)
(310, 236)
(311, 236)
(311, 236)
(312, 236)
(312, 236)
(314, 236)
(314, 236)
(314, 236)
(314, 236)
(315, 235)
(315, 235)
(315, 235)
(316, 235)
(316, 235)
(314, 235)
(314, 235)
(313, 235)
(313, 235)
(312, 236)
(312, 236)
(311, 237)
(310, 236)
(310, 236)
(310, 236)
(310, 236)
(309, 236)
(309, 236)
(309, 236)
(309, 236)
(309, 236)
(309, 236)
(309, 236)
(309, 236)
(309, 236)
(310, 236)
(310, 236)
(310, 236)
(311, 236)
(311, 236)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(313, 235)
(315, 235)
(315, 235)
(317, 236)
(317, 236)
(317, 236)
(317, 236)
(317, 236)
(317, 236)
(317, 236)
(317, 236)
(317, 236)
(316, 236)
(316, 236)
(316, 236)
(316, 236)
(316, 236)
(316, 236)
(315, 236)
(315, 236)
(315, 236)
(314, 235)
(314, 235)
(313, 235)
(313, 235)
(312, 235)
(312, 235)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(312, 236)
(313, 236)
(314, 236)
(314, 236)
(315, 237)
(315, 237)
(316, 237)
(316, 237)
(317, 236)
(318, 237)
(318, 237)
(318, 237)
(318, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 238)
(319, 238)
(319, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 236)
(318, 236)
(318, 236)
(317, 235)
(317, 235)
(316, 235)
(316, 235)
(315, 235)
(315, 235)
(314, 234)
(314, 234)
(314, 234)
(313, 235)
(313, 235)
(313, 235)
(313, 235)
(313, 235)
(313, 235)
(313, 235)
(313, 235)
(313, 235)
(314, 235)
(314, 236)
(314, 236)
(315, 235)
(315, 235)
(316, 236)
(317, 236)
(317, 236)
(318, 237)
(318, 237)
(319, 237)
(319, 237)
(319, 237)
(319, 238)
(319, 238)
(320, 238)
(320, 238)
(319, 238)
(319, 238)
(319, 238)
(318, 237)
(319, 237)
(319, 237)
(318, 237)
(318, 237)
(317, 236)
(317, 236)
(316, 236)
(315, 235)
(315, 235)
(315, 235)
(315, 235)
(314, 234)
(313, 234)
(313, 234)
(313, 234)
(313, 234)
(312, 234)
(312, 234)
(312, 234)
(312, 234)
(312, 234)
(312, 235)
(312, 236)
(312, 236)
(313, 239)
(313, 239)
(314, 239)
(314, 239)
(315, 240)
(316, 242)
(316, 242)
(318, 243)
(319, 244)
(319, 244)
(319, 245)
(319, 245)
(320, 245)
(320, 245)
(321, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 245)
(322, 245)
(323, 238)
(323, 238)
(322, 235)
(321, 235)
(321, 235)
(320, 234)
(320, 234)
(319, 233)
(318, 233)
(318, 233)
(317, 233)
(317, 233)
(316, 233)
(313, 234)
(313, 234)
(313, 234)
(313, 234)
(312, 235)
(312, 235)
(313, 236)
(313, 236)
(313, 236)
(313, 237)
(313, 237)
(315, 239)
(315, 241)
(315, 241)
(316, 241)
(316, 241)
(317, 242)
(317, 242)
(318, 242)
(319, 243)
(319, 243)
(319, 244)
(319, 244)
(320, 245)
(320, 245)
(321, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 246)
(322, 246)
(321, 245)
(321, 245)
(321, 245)
(320, 245)
(320, 245)
(319, 244)
(319, 244)
(318, 244)
(318, 244)
(317, 243)
(316, 243)
(316, 243)
(316, 242)
(316, 242)
(315, 242)
(315, 242)
(315, 242)
(314, 242)
(314, 242)
(314, 242)
(314, 242)
(314, 242)
(314, 242)
(314, 242)
(315, 243)
(315, 243)
(316, 243)
(316, 243)
(316, 244)
(317, 244)
(317, 244)
(318, 245)
(318, 245)
(319, 245)
(320, 246)
(320, 246)
(321, 246)
(321, 246)
(321, 246)
(321, 246)
(322, 246)
(322, 246)
(323, 238)
(323, 238)
(323, 237)
(323, 237)
(323, 237)
(322, 236)
(321, 236)
(322, 236)
(321, 235)
(321, 235)
(320, 235)
(320, 235)
(319, 234)
(319, 234)
(317, 234)
(316, 235)
(316, 235)
(316, 234)
(316, 234)
(315, 234)
(315, 234)
(314, 234)
(314, 234)
(315, 234)
(315, 234)
(315, 234)
(315, 234)
(315, 234)
(315, 235)
(315, 235)
(315, 236)
(315, 236)
(316, 237)
(316, 237)
(316, 237)
(316, 240)
(316, 240)
(318, 242)
(318, 242)
(318, 243)
(318, 243)
(319, 245)
(319, 245)
(320, 245)
(320, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(321, 245)
(320, 245)
(320, 245)
(320, 244)
(320, 244)
(319, 244)
(319, 244)
(318, 244)
(318, 244)
(317, 244)
(317, 244)
(317, 243)
(316, 243)
(316, 243)
(315, 243)
(315, 243)
(315, 243)
(315, 243)
(315, 244)
(315, 244)
(315, 244)
(315, 244)
(315, 244)
(315, 244)
(315, 244)
(316, 245)
(316, 245)
(317, 245)
(317, 245)
(318, 246)
(319, 246)
(319, 246)
(319, 247)
(319, 247)
(320, 246)
(320, 246)
(321, 246)
(321, 246)
(321, 246)
(321, 246)
(322, 246)
(324, 242)
(324, 242)
(324, 239)
(324, 239)
(324, 239)
(324, 239)
(324, 238)
(324, 238)
(324, 238)
(323, 237)
(323, 237)
(322, 237)
(322, 237)
(320, 236)
(320, 236)
(320, 234)
(320, 234)
(319, 234)
(319, 234)
(317, 233)
(317, 233)
(317, 233)
(316, 233)
(316, 233)
(315, 233)
(315, 233)
(315, 233)
(313, 234)
(313, 234)
(312, 235)
(312, 235)
(313, 237)
(313, 237)
(313, 237)
(314, 238)
(314, 238)
(315, 239)
(316, 241)
(316, 241)
(317, 242)
(317, 242)
(318, 243)
(318, 243)
(319, 243)
(319, 243)
(319, 243)
(320, 244)
(320, 244)
(320, 244)
(320, 244)
(321, 244)
(321, 245)
(321, 245)
(320, 244)
(320, 244)
(320, 244)
(320, 244)
(319, 244)
(319, 244)
(319, 243)
(318, 243)
(318, 243)
(317, 243)
(317, 243)
(317, 242)
(317, 242)
(316, 242)
(316, 242)
(316, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 242)
(315, 243)
(316, 243)
(316, 243)
(316, 244)
(316, 244)
(317, 245)
(318, 245)
(318, 245)
(319, 246)
(319, 246)
(320, 246)
(320, 246)
(320, 247)
(320, 247)
(321, 247)
(321, 247)
(321, 246)
(322, 247)
(322, 247)
(322, 247)
(322, 247)
(322, 247)
(322, 247)
(322, 246)
(323, 238)
(323, 238)
(321, 234)
(321, 234)
(320, 234)
(320, 234)
(319, 234)
(318, 233)
(318, 233)
(316, 233)
(316, 233)
(315, 233)
(315, 233)
(314, 233)
(314, 233)
(312, 234)
(311, 236)
(311, 236)
(311, 239)
(311, 239)
(310, 239)
(310, 239)
(310, 239)
(310, 240)
(310, 240)
(310, 242)
(310, 242)
(310, 245)
(310, 245)
(310, 245)
(310, 245)
(312, 246)
(312, 246)
(312, 246)
(312, 246)
(312, 246)
(312, 247)
(312, 247)
(312, 248)
(312, 248)
(313, 248)
(313, 247)
(313, 247)
(315, 247)
(315, 247)
(316, 242)
(316, 242)
(318, 238)
(318, 238)
(318, 238)
(319, 237)
(319, 237)
(319, 236)
(319, 236)
(321, 235)
(321, 235)
(320, 234)
(321, 233)
(321, 233)
(323, 232)
(323, 232)
(324, 232)
(324, 232)
(325, 232)
(325, 232)
(326, 232)
(327, 232)
(327, 232)
(325, 235)
(325, 235)
(327, 240)
(327, 240)
(329, 239)
(329, 239)
(329, 240)
(329, 240)
(330, 240)
(332, 239)
(332, 239)
(332, 239)
(332, 239)
(333, 239)
(334, 239)
(334, 239)
(334, 239)
(334, 239)
(335, 239)
(335, 239)
(336, 237)
(336, 237)
(336, 237)
(336, 237)
(337, 237)
(337, 237)
(337, 237)
(338, 237)
(339, 237)
(339, 237)
(340, 237)
(340, 237)
(341, 237)
(341, 237)
(342, 237)
(342, 237)
(344, 237)
(345, 237)
(345, 237)
(345, 237)
(345, 237)
(346, 236)
(346, 236)
(347, 236)
(348, 236)
(348, 236)
(349, 236)
(349, 236)
(349, 236)
(349, 236)
(350, 235)
(350, 236)
(351, 235)
(351, 234)
(351, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 234)
(352, 235)
(352, 235)
(352, 235)
(352, 235)
(352, 234)
(352, 234)
(352, 234)
(351, 234)
(351, 234)
(351, 234)
(351, 234)
(351, 234)
(351, 234)
(351, 235)
(350, 235)
(350, 235)
(350, 235)
(350, 235)
(349, 235)
(349, 235)
(348, 235)
(348, 235)
(349, 235)
(349, 235)
(349, 235)
(348, 235)
(348, 235)
(346, 236)
(346, 236)
(344, 236)
(344, 236)
(342, 236)
(340, 236)
(339, 237)
(339, 237)
(339, 238)
(339, 238)
(337, 238)
(337, 238)
(335, 238)
(335, 238)
(334, 238)
(334, 238)
(334, 238)
(335, 238)
(335, 238)
(334, 239)
(334, 239)
(334, 239)
(334, 239)
(334, 239)
(334, 239)
(332, 239)
(330, 239)
(330, 239)
(328, 240)
(328, 240)
(328, 240)
(328, 240)
(328, 239)
(328, 239)
(327, 239)
(327, 239)
(327, 239)
(326, 239)
(326, 239)
(325, 240)
(325, 240)
(325, 240)
(325, 240)
(325, 240)
(324, 240)
(324, 240)
(325, 240)
(325, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(323, 240)
(323, 240)
(323, 240)
(323, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(324, 240)
(323, 240)
(323, 240)
(323, 240)
(323, 241)
(323, 241)
(323, 241)
(323, 241)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(322, 240)
(323, 240)
(323, 241)
(323, 240)
(323, 240)
(324, 241)
(324, 241)
(325, 241)
(325, 241)
(325, 241)
(325, 242)
(325, 242)
(326, 242)
(326, 242)
(326, 242)
(326, 242)
(326, 242)
(326, 242)
(326, 242)
(326, 242)
(326, 242)
(325, 241)
(325, 241)
(325, 241)
(325, 241)
(324, 240)
(324, 239)
(324, 239)
(323, 239)
(323, 239)
(322, 239)
(321, 239)
(321, 239)
(320, 239)
(320, 239)
(320, 239)
(319, 239)
(319, 239)
(319, 239)
(319, 239)
(320, 239)
(320, 240)
(320, 240)
(321, 240)
(321, 240)
(322, 240)
(323, 241)
(323, 241)
(324, 241)
(324, 241)
(324, 242)
(324, 242)
(324, 242)
(324, 242)
(325, 243)
(325, 243)
(325, 243)
(325, 243)
(325, 243)
(325, 243)
(325, 243)
(325, 243)
(325, 243)
(325, 242)
(325, 242)
(325, 242)
(325, 242)
(324, 242)
(324, 242)
(323, 241)
(323, 240)
(323, 240)
(321, 239)
(321, 239)
(319, 239)
(319, 239)
(317, 238)
(317, 238)
